AID	SRR3143900	SRR3143933	SRR3143944	SRR3143946	SRR3143947	SRR3143948	SRR3143949	SRR3143950	SRR3144042	SRR3144056	SRR3144066	SRR3144068	SRR3144071	SRR3144090	SRR3145342	SRR3145357	SRR3145358	DRR100563	DRR100572	SRR13174100	SRR13174088	SRR13174066	SRR13174095	SRR15400843	SRR15400845	SRR15400848	SRR15400849	SRR15400851	ERR4837018	ERR4837020	ERR4837022	ERR4837023	ERR4837024	ERR4837040	ERR4837041	ERR4837042	ERR4837044	ERR4837045	SRR064846	SRR064848	SRR064849	SRR064851	SRR064852	SRR064854	SRR064855	SRR064857	SRR064858	SRR064860	SRR064863	SRR064864	SRR064866	SRR064867	SRR064869	SRR064873	SRR064875	SRR064876	SRR064878	SRR064879	SRR064880	SRR064883	SRR064884	SRR064885	SRR064886	SRR064887	SRR064888	SRR064889	SRR064890	SRR064907	SRR064908	SRR064909	SRR064911	SRR064912	SRR064913	SRR064914	SRR064915	SRR064916	SRR1008737	SRR1008760	SRR1008761	SRR1008762	SRR1008945	SRR1008954	SRR1008955	SRR1008956	SRR1009053	SRR1009062	SRR1009063	SRR1009064	SRR5218336	SRR5218340	SRR5548014	SRR5548021	SRR5548023	SRR5548024	SRR5548026	SRR5548027	SRR5548029	SRR5548030	SRR5548031	SRR5548033	SRR5548034	SRR5548036	SRR5548039	SRR5548045	SRR5548046	SRR5548051	SRR5548054	SRR5548066	SRR5548070	SRR5548075	SRR5548076	SRR5548081	SRR5548084	SRR5548107	SRR5548108	SRR5548109	SRR5548121	SRR5548122	SRR5548123	SRR5548125	SRR5548168	SRR5548169	SRR5548170	SRR5548171	SRR5548172	SRR5548173	SRR5548174	SRR5548175	SRR5548176	SRR5548177	SRR5548179	SRR5548181	SRR5548182	SRR5548183	SRR5548184	SRR5548186	SRR5548187	SRR5548188	SRR5548221	SRR5548279	SRR5548281	SRR5548300	SRR5548357	SRR5548364	SRR5548438	SRR5548440	SRR5548442	SRR5548443	SRR5548444	SRR5548445	SRR5548446	SRR5548447	SRR5548448	SRR5548449	SRR5548450	SRR5548451	SRR5548452	SRR5548455	SRR5548456	SRR5548457	SRR5548458	SRR5548459	SRR5548460	SRR5548461	SRR5548462	SRR5548463	SRR5548464	SRR5548465	SRR5548466	SRR5548467	SRR5548470	SRR5548471	SRR5548472	SRR5548473	SRR5548474	SRR5548475	SRR5548476	SRR5548477	SRR5548478	SRR5548479	SRR5548480	SRR5548481	SRR5548482	SRR5548485	SRR5548486	SRR5548487	SRR5548488	SRR5548489	SRR5548491	SRR5548493	SRR5548501	SRR5548503	SRR5548508	SRR5548510	SRR5548513	SRR5548515	SRR5548796	SRR5548822	SRR5548824	SRR5548826	SRR5548828	SRR5548830	SRR5548831	SRR5548832	SRR5548834	SRR5548835	SRR5548836	SRR5548838	SRR5548844	SRR5548846	SRR5548848	SRR5548850	SRR5548852	SRR5548866	SRR5548868	DRR100552	DRR100553	DRR100554	DRR100555	DRR100556	DRR100557	DRR100559	DRR100560	a206643	a206644	a206675	a206677	a206678	a206683	a206684	a215003	a215004	a215007	a215008	a215009	a215010	a215048	a215055	a215056	a215074	a215077	a215080	a222170	a222171	a224844	a224845	SRR5578912	SRR5578920	SRR5578935	SRR5578939	SRR5578943	SRR5578954	SRR5578955	SRR5578958	SRR5578959	SRR5578964	SRR5578966	SRR5578985	SRR5578988	SRR5578990	SRR5579002	SRR5579006	SRR5579012	SRR5579021	SRR5579026	SRR5579045	SRR5579051	SRR5579057	SRR5579061	SRR5579062	SRR5579063	SRR5579067	SRR5579068	SRR5579069	SRR5579074	SRR5579075	SRR5579086	SRR5579094	SRR5579095	SRR5579098	SRR5579105	SRR5579109	SRR5579115	SRR6505416	SRR6505417	SRR6505425	SRR6505426	SRR6505427	SRR6505428	SRR6505429	SRR6505430	SRR6505431	SRR6505433	SRR6505447	SRR6505453	SRR6505456	SRR6505468	SRR6505469	SRR6505470	SRR6505471	SRR6505474	SRR6505475	SRR6505476	SRR6505477	SRR6505478	SRR6505479	SRR6505502	SRR6505507	SRR6505512	SRR6505513	SRR6505514	SRR6505515	SRR6505522	SRR6505533	SRR6505548	SRR6505550	SRR6505551	SRR6505552	SRR6505553	SRR6505554	SRR6505555	SRR6505556	SRR6505557	SRR6505558	SRR6505559	SRR6505560	SRR6505561	SRR6505564	SRR6505565	SRR6505589	SRR6505590	SRR6505591	SRR6505592	SRR6505593	SRR6505594	SRR6505595	SRR6505596	SRR6505597	SRR6505598	SRR6505599	SRR6505600	SRR6505601	SRR6505603	SRR6505608	SRR6505628	SRR6505629	SRR6505630	SRR6505631	SRR6505632	SRR6505633	SRR6505634	SRR6505635	SRR6505636	SRR6505637	SRR6505639	SRR6505640	SRR6505641	SRR6505642	SRR6505644	SRR6505645	SRR6505646	SRR6505658	SRR6505666	SRR6505669	SRR6505670	SRR6505671	SRR6505672	SRR6505675	SRR6505676	SRR6505678	SRR6505679	SRR6505680	SRR6505690	SRR6505691	SRR6505692	SRR6505693	SRR6505696	SRR6505697	SRR6505698	SRR6505699	SRR6505700	SRR6505701	SRR6505705	SRR6505706	SRR6505707	SRR6505708	SRR6505709	SRR6505710	SRR6505711	SRR6505714	SRR6505715	SRR6505718	SRR6505729	SRR6505730	SRR6505731	SRR6505732	SRR6505733	SRR6505734	SRR9008967	SRR9008969	SRR9008976	SRR9008978	SRR9008979	SRR9008980	SRR9008981	CSM5FZ4G	CSM5FZ4O	CSM5MCUI	MSM5LLFK	MSM5LLFS	MSM5LLFU	MSM5LLIQ	SRR10735852	SRR10735854	SRR10735856	SRR10735860	SRR10735861	SRR10735862	SRR10735863	SRR10735864	SRR10735865	SRR10735866	SRR10735873	SRR10735874
otu471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04492918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003174553	0	0	0	0.009001016	0	0	0	0	0	0	0	0	0	0	0.008429926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134138162	0	0	0	0	0	0	0.003130674	0	0	0.026175441	0	0.008840951	0	0.005879673	0	0	0.493141367	0	0	0	0.341548612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130264872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424266181	0	0	0	0	0	0	0.029923145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014961101	0.015431078	0	0	0	0	0	0	0	0.011538817	0	0	0	0	0.160210766	0.03116059	0	0	0	0	0.013768415	0	0	0	0	0	0	0.057707998	0.023775559	0.389394578	0	0.068009219	0.01053602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040308038	0	0	0	0.08330036	0	0	0	0	0	0	0	0	0	0	0	0	0.013757524	0	0	0	0	0	0.248919167	0	0.087769342	0	0.016437906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309379071	0	0	0	0.205450868	0	0	0	0.091409668	0	0	0	0	0	0.066868039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064231399	0	0	0	0	0.108441158	0	0	0	0	0	0	0	0	0	0	0	0	0.055902831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159216749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064557779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257076515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu475	0.186763864	0.053726678	0	0.016669872	0	0	0	0	0	0.115687829	0.066294157	0.022791339	0.064638954	0.493972909	0.030762526	0.043450868	0.016124631	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405953992	0	9.9677159	0	9.836065574	0	0.792707095	2.668759812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037596217	0.011538817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066161434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107973694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888494	0.114889706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018741633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018907166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003559226	0	0	0	0	0	0	0	0.014982022	0	0	0	0	0	0	0	0.071751024	0	0.009476577	0	0	0	0	0	0	0.008796622	0.026481882	0.203382573	0	0	0	0.007178579	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011538817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027721308	0	0	0	0	0	0	0	0	0	0.007129108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185343302	0.223647147	0	0	0.015421389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013698255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021710812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01831136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112652978	0.10359903	0	0	0	0	0	0	0	0	0	0	0	0.048762868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089546893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065181966	0.006960759	0.016971806	0	0	0.011679514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu480	0.032131417	0	0.081705676	0	0	0	0	0	0	0.020058777	0.032470607	0	0.023797426	0.032620852	0.074342771	0.002824306	0.011163206	0.822905001	0.103492885	2.169263672	1.037573674	0.718233803	0.441120722	0.114010641	0.809890701	1.712273964	0	0.197578611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16526194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215417757	0.357507661	0	0	0.165061898	0	0	0	0	0	0	0	0	0.142789148	0	0	0.204542249	0	0	0	0	0	0	0	0	0.126151129	0	0	0	0.037860861	0	0	0	0.036590784	0	0	0.531468531	0	0	0.280966525	0.970116258	3.50877193	2.013422819	0	0	1.215528782	2.23222719	1.922490082	0.031394984	0.02774145	0.648570742	0.225976245	0.53135942	0	0	0.756095052	1.673628963	0.653763998	0.749607763	1.606186794	0.998244844	0.336722139	0.203923775	0	0.65767473	0.306862071	0.857467348	0.221820092	0.28738892	0.155257978	0.425017277	1.790650162	2.445945179	0.161565947	0.664536741	0.374783241	0.682573599	0	0.997337425	0.537354828	0.31201248	0.059063257	0	0.346196455	0.743801653	1.741057297	0.509031938	0	0.128435654	0.476553565	0	2.273226444	0.91474141	1.375661376	0	0.015535791	0	0.245622998	0.568200058	0	0	0.762089167	0	0	0.014236902	0	0	0	0.025363739	0.196775422	0.026970535	0.088148646	0.041616727	0	0	0	0.014997965	0.012482057	0.030182984	0	0	0	0.015794295	0	0	0	0.948033708	0.977896568	1.202224437	0.452397708	0	0.008028259	0	0	0	0	0.273972603	0	0	0	0.577071044	1.060335516	0.686547951	1.584649383	0	0.283106566	0	0.068533188	0	0.039231976	0.310739515	0.585154416	0	0.123765213	0	0.152970171	0	0	0	0.256333342	0.492909266	0.248702886	0.315751552	0.05624297	0.286453521	0	0	0	0	0.079367048	0	0	0	0.088444806	0.292293434	0	0	0.04211793	0.102249489	1.255219787	0	1.459215287	0.022069371	0	0.021176186	0	0	0	0.17301417	0.077165456	0.038931714	0.595597576	0.788426968	0.099950025	0	0	0.285187532	0	0	0	0.094761468	0.133211807	0	0.020716801	0.108340499	0	0	0	0	0	0	0	0	0.182409127	0	2.747765372	0.021652456	0.01579679	0.596860058	0.051348401	0	0.02626378	0.021981967	0	0	0	0	0	0	0	0	0	0	0	0
otu481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046268755	0	0	0	0	0	0	0	0	0	0.044359422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094598856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018060321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
