AID	SRR3143900	SRR3143933	SRR3143944	SRR3143946	SRR3143947	SRR3143948	SRR3143949	SRR3143950	SRR3144042	SRR3144056	SRR3144066	SRR3144068	SRR3144071	SRR3144090	SRR3145342	SRR3145357	SRR3145358	DRR100563	DRR100572	SRR13174100	SRR13174088	SRR13174066	SRR13174095	SRR15400843	SRR15400845	SRR15400848	SRR15400849	SRR15400851	ERR4837018	ERR4837020	ERR4837022	ERR4837023	ERR4837024	ERR4837040	ERR4837041	ERR4837042	ERR4837044	ERR4837045	SRR064846	SRR064848	SRR064849	SRR064851	SRR064852	SRR064854	SRR064855	SRR064857	SRR064858	SRR064860	SRR064863	SRR064864	SRR064866	SRR064867	SRR064869	SRR064873	SRR064875	SRR064876	SRR064878	SRR064879	SRR064880	SRR064883	SRR064884	SRR064885	SRR064886	SRR064887	SRR064888	SRR064889	SRR064890	SRR064907	SRR064908	SRR064909	SRR064911	SRR064912	SRR064913	SRR064914	SRR064915	SRR064916	SRR1008737	SRR1008760	SRR1008761	SRR1008762	SRR1008945	SRR1008954	SRR1008955	SRR1008956	SRR1009053	SRR1009062	SRR1009063	SRR1009064	SRR5218336	SRR5218340	SRR5548014	SRR5548021	SRR5548023	SRR5548024	SRR5548026	SRR5548027	SRR5548029	SRR5548030	SRR5548031	SRR5548033	SRR5548034	SRR5548036	SRR5548039	SRR5548045	SRR5548046	SRR5548051	SRR5548054	SRR5548066	SRR5548070	SRR5548075	SRR5548076	SRR5548081	SRR5548084	SRR5548107	SRR5548108	SRR5548109	SRR5548121	SRR5548122	SRR5548123	SRR5548125	SRR5548168	SRR5548169	SRR5548170	SRR5548171	SRR5548172	SRR5548173	SRR5548174	SRR5548175	SRR5548176	SRR5548177	SRR5548179	SRR5548181	SRR5548182	SRR5548183	SRR5548184	SRR5548186	SRR5548187	SRR5548188	SRR5548221	SRR5548279	SRR5548281	SRR5548300	SRR5548357	SRR5548364	SRR5548438	SRR5548440	SRR5548442	SRR5548443	SRR5548444	SRR5548445	SRR5548446	SRR5548447	SRR5548448	SRR5548449	SRR5548450	SRR5548451	SRR5548452	SRR5548455	SRR5548456	SRR5548457	SRR5548458	SRR5548459	SRR5548460	SRR5548461	SRR5548462	SRR5548463	SRR5548464	SRR5548465	SRR5548466	SRR5548467	SRR5548470	SRR5548471	SRR5548472	SRR5548473	SRR5548474	SRR5548475	SRR5548476	SRR5548477	SRR5548478	SRR5548479	SRR5548480	SRR5548481	SRR5548482	SRR5548485	SRR5548486	SRR5548487	SRR5548488	SRR5548489	SRR5548491	SRR5548493	SRR5548501	SRR5548503	SRR5548508	SRR5548510	SRR5548513	SRR5548515	SRR5548796	SRR5548822	SRR5548824	SRR5548826	SRR5548828	SRR5548830	SRR5548831	SRR5548832	SRR5548834	SRR5548835	SRR5548836	SRR5548838	SRR5548844	SRR5548846	SRR5548848	SRR5548850	SRR5548852	SRR5548866	SRR5548868	DRR100552	DRR100553	DRR100554	DRR100555	DRR100556	DRR100557	DRR100559	DRR100560	a206643	a206644	a206675	a206677	a206678	a206683	a206684	a215003	a215004	a215007	a215008	a215009	a215010	a215048	a215055	a215056	a215074	a215077	a215080	a222170	a222171	a224844	a224845	SRR5578912	SRR5578920	SRR5578935	SRR5578939	SRR5578943	SRR5578954	SRR5578955	SRR5578958	SRR5578959	SRR5578964	SRR5578966	SRR5578985	SRR5578988	SRR5578990	SRR5579002	SRR5579006	SRR5579012	SRR5579021	SRR5579026	SRR5579045	SRR5579051	SRR5579057	SRR5579061	SRR5579062	SRR5579063	SRR5579067	SRR5579068	SRR5579069	SRR5579074	SRR5579075	SRR5579086	SRR5579094	SRR5579095	SRR5579098	SRR5579105	SRR5579109	SRR5579115	SRR6505416	SRR6505417	SRR6505425	SRR6505426	SRR6505427	SRR6505428	SRR6505429	SRR6505430	SRR6505431	SRR6505433	SRR6505447	SRR6505453	SRR6505456	SRR6505468	SRR6505469	SRR6505470	SRR6505471	SRR6505474	SRR6505475	SRR6505476	SRR6505477	SRR6505478	SRR6505479	SRR6505502	SRR6505507	SRR6505512	SRR6505513	SRR6505514	SRR6505515	SRR6505522	SRR6505533	SRR6505548	SRR6505550	SRR6505551	SRR6505552	SRR6505553	SRR6505554	SRR6505555	SRR6505556	SRR6505557	SRR6505558	SRR6505559	SRR6505560	SRR6505561	SRR6505564	SRR6505565	SRR6505589	SRR6505590	SRR6505591	SRR6505592	SRR6505593	SRR6505594	SRR6505595	SRR6505596	SRR6505597	SRR6505598	SRR6505599	SRR6505600	SRR6505601	SRR6505603	SRR6505608	SRR6505628	SRR6505629	SRR6505630	SRR6505631	SRR6505632	SRR6505633	SRR6505634	SRR6505635	SRR6505636	SRR6505637	SRR6505639	SRR6505640	SRR6505641	SRR6505642	SRR6505644	SRR6505645	SRR6505646	SRR6505658	SRR6505666	SRR6505669	SRR6505670	SRR6505671	SRR6505672	SRR6505675	SRR6505676	SRR6505678	SRR6505679	SRR6505680	SRR6505690	SRR6505691	SRR6505692	SRR6505693	SRR6505696	SRR6505697	SRR6505698	SRR6505699	SRR6505700	SRR6505701	SRR6505705	SRR6505706	SRR6505707	SRR6505708	SRR6505709	SRR6505710	SRR6505711	SRR6505714	SRR6505715	SRR6505718	SRR6505729	SRR6505730	SRR6505731	SRR6505732	SRR6505733	SRR6505734	SRR9008967	SRR9008969	SRR9008976	SRR9008978	SRR9008979	SRR9008980	SRR9008981	CSM5FZ4G	CSM5FZ4O	CSM5MCUI	MSM5LLFK	MSM5LLFS	MSM5LLFU	MSM5LLIQ	SRR10735852	SRR10735854	SRR10735856	SRR10735860	SRR10735861	SRR10735862	SRR10735863	SRR10735864	SRR10735865	SRR10735866	SRR10735873	SRR10735874
otu11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.827153056	3.51039562	1.665798417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27176134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.547599893	3.767972236	0	0	0	0	5.890052356	11.03567461	6.023415675	7.228668241	5.726855246	9.874039283	4.24905838	6.5845622	3.801079414	2.394690424	2.56777738	2.277103391	1.925825623	8.147599488	10.44466492	9.299253682	9.085666688	11.03963839	10.25111799	11.32466635	9.154066204	8.065878378	18.29162056	17.68866579	15.88176616	14.86602609	6.557562077	8.452586885	6.458635704	6.467129877	6.540853528	6.960274427	6.526468455	5.611157745	0.666666667	11.54406039	10.94322344	11.00645856	7.91606746	7.363151946	15.33800417	9.89382982	1.838610827	3.868660598	10.20599251	4.552957359	1.926954963	6.915783603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271997824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229260423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524490871	0	0	0	0	0	0	0	0	0	0.022300096	0	0	0	0	0	0	0	0	2.030338883	0	0	0	0	1.211660556	4.424778761	0.330923975	0.036671174	0	0	0	0	0	0	0.071595759	0	0	0	0	0	0	0.549220942	0	0.558049555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1713094	0	0	0	0	0	0	0	5.34195837	0	0.03340185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.118106817	0	0	0.025544792	0.735128888	0	0	0	0.339521623	0.007209805	0	0.013552278	0	0	0.050727478	0.012695189	0	0	0.10653882	0	0.024400524	0.034647852	0	0	0	0	0.07474065	0.054712292	0	0	0	0	0	0	0	0	0.150063998	0.077606508	0.417230492	0	0	0.035892896	0	0	0.279072149	0.250709653	0	0.092586469	0	0	0.340110906	0.008450942	0	0	1.608722322	0	0	0.070435254	0	0	0	0.12180958	0	0.378614626	0	0.019088653	0	0	0	0	0.279523193	0.013720558	0	0.873579687	0	0.042163744	0	0.400498734	0	0.083664005	0.249518785	0	0.481470674	0.884476534	0.339829183	0	0	0	0	0.204719092	0	0.043454644	0.013921517	0.199418716	0	0	0	0.087465378	0.007077441	0	0.03474728	0.005140463	0	0	0	0	0	0	0	0	0.089423904	0	0.666187528	0.074511819	0	0	0	0	0.078992408	0	0.013698255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051435038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.614850195	0	0	0.225973158	2.934095214	0	0	0	1.967484275	0.156212449	0.064066059	0.167144761	0.172354361	0.463430575	1.667089396	1.085438619	0	0	0.499400719	0	0.139748453	0.218911427	0.257107964	0	0.039615167	0	0.263087088	0.423629457	0.29061503	0	0	0	0	0.046667515	0	0.064089675	2.235512204	0.436202098	2.857465043	0	0	0.208178794	0.270786875	0	6.782221312	4.025858318	0	0.372550316	0.031466781	0	4.229205176	0.01901462	0	0.056439096	3.419276965	0.076156189	0.122954484	1.415929204	0	0.098553781	1.174878952	1.351236509	0	7.064084972	0	0.248152491	0.049566295	0.242270915	0	0.124122416	1.843467012	0.187514292	0	4.696237041	0	0.168654977	0.120216729	4.103222881	0.479388911	0.408758426	0.394477318	0	1.415231981	1.591456077	1.744255985	0	0	0	0	1.042590013	0	1.352525801	0.297572435	0.373379723	0	0	0.14015417	2.053353881	0.067943437	0	0.105578275	0.123371116	0	0	0	0	0	0	0	0	0.435081685	0	4.90656789	0.251798561	0.036839554	0.182438596	0	0	4.14271295	4.235208278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139297322	0.108308137	0.021667533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135692575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142820871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932672051	0.712740232	0	0	0	0	0	0	0	0	0.057343103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02107204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083380875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05856818	0	0	0	0.100556412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22807208	0	0	0.123793991	1.502359475	0	0	0	0.961977931	0.127373228	0.021355353	0.415603189	0.376045878	0.184183946	0.83700339	2.224831789	0	0	0.07158077	0	0.306115658	0.152765529	0.340668052	0	0	0	0.272055966	0.303262416	0.429604827	0	0	0	0.061446629	0.065758771	0	0.060319694	0.591428698	1.41832584	2.086152458	0	0	0.260821708	0.197515132	0	3.028828921	1.26598015	0	0.229261733	0	0	1.321010474	0	0	0.036282276	1.733383462	0.053078556	0.143074309	0.800072241	0	0.103137677	1.238963258	1.427721594	0	4.065660416	0	0.493578032	0.107393639	0.077183654	0	0.133819479	0.64683053	0.107477704	0	4.00374107	0	0.156253875	0.279376905	1.190161333	0.426708811	0.375292824	0.484779354	0	1.972570762	0.836341757	2.222422711	0	0	0	0	0.316575915	0	1.588810429	0.158357261	0.178203959	0	0	0.083703185	0.558112414	0.058035019	0	0.05880309	0.089958105	0	0	0	0	0	0	0	0	0.393809114	0	1.946041575	0.390544707	0	0.479745937	0.729289489	0.411503606	14.27129504	12.25126028	0	0.162518434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037897058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.552431611	0	0	0.47356114	1.855478155	0	0	0	1.682373169	0.213890892	0	0.45400131	0.444987622	0.614936724	2.416472596	3.370572553	0	0	0.492742043	0.03656842	0.822963111	0.348053421	0.775609024	0.037446171	0.084889643	0	1.213788155	4.08778978	0.533847174	0.031072443	0	0	0.243591994	0.067880022	0	0.248818739	2.899766077	1.506636694	2.974740641	0	0	0.6532507	1.01943294	0.013161358	7.437656818	3.406336117	0	0.562132134	0.044339555	0	3.208872458	0	0.023058299	0.247928887	4.103923858	0.357703314	0.49628901	2.849918729	0	0.203983406	5.15878667	5.56924733	0.044278575	8.220257153	0	1.420741185	0.12666942	0.349470434	0	0.74861332	2.548050268	0.242396524	0	9.20144071	0.156918688	0.736625412	0.3826617	3.683832697	0.892927697	2.022278529	2.210023526	0	6.874817625	2.466907341	8.357392037	0	0	0	0	2.133721666	0	2.438891907	0.525537284	0.420052188	0	0	0.21217784	1.176617589	0.086344785	0.004759525	0.149680592	0.132366926	0	0	0	0	0	0	0	0	0.521066208	0	3.828505086	1.007194245	0	0	0	0	5.726949577	5.306447334	0.024656859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086029191	0	0	0	0	0	0	0	0.014997965	0	0	0	0	0	0.252708722	0	0	0	0	0	0	0	0	0.034789124	0	0	0	0	0	0	0	0	0	0	0	0	0.036968577	0	0	0.032250912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079597238	0	0	0	0.060452639	0	0	0	0	0.151736212	0	0	0	0	0	0	0	0	1.072786529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225249674	0	0	0	0.105935604	0	0	0	0.143643763	0	0	0	0	0	0.050727478	0	0	0	0.029964043	0	0	0.14016631	0	0	0	0	0	0.148504791	0	0	0	0	0	0	0	0.011309943	0	0.147184757	0.221019396	0	0	0.050250054	0	0	0.110092683	0.039367632	0	0.090382029	0	0	0.098582871	0	0	0.042329322	0	0	0	0.02528445	0	0	0	0.203960228	0	0.579356609	0	0	0.052319978	0	0	0	0	0	0	0.27262054	0	0.024802202	0.099898408	0	0.086922165	0	0	0	0	0.24368231	0.051124744	0	0	0	0	0	0	0	0.017401897	0	0	0	0	0.054145234	0.048126601	0	0.014700772	0.019276737	0	0	0	0	0	0	0	0	0.03783319	0	0.293011942	0	0	0	0	0	0	0.056381003	0.013698255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128406793	0	0	0	0	0	0	0.024845843	0	0	0	0.136473277	0	0	0	0	0.017745835	0	0.02356823	0	0	0	0.020927382	0.023448125	0	0	0	0	0	0	0	0	0.05075694	0	0	0	0	0	0.012742912	0	0.192022121	0.053871496	0	0.030862156	0	0	0	0	0	0	0.152363615	0	0	0.021672386	0	0	0	0.042491714	0	0.111805661	0	0.013634752	0	0	0	0	0	0.018294077	0	0.143275028	0	0	0.018625127	0	0	0.023904002	0	0	0.105048147	0	0.063154096	0	0	0	0	0.021105061	0	0.027159153	0	0.040308038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212848297	0	0	0	0.161579108	0.073978176	0.039496204	0.056381003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476190476	0	0	0	0	0	0	0	0	0	0.007802544	0	0	0	0	0	0.018890498	0	0.017441658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013754888	0.051362717	0	0	0	0	0	0	0	0	0	0.034586917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070224719	0.057273769	0	0	0	0	0	0	0	0	0.031857279	0	0.053766194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047808003	0	0	0	0	0	0	0	0	0	0	0	0.556762629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025693731	0	0	0	0	0.039496204	0.122711595	0	0.168537635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
